Role,Company,Location,City_Key,State,Salary,Real_Wage,Unemployment_Rate,Cost of Living Index,description,Latitude,Longitude
Data Engineer,Capital One,"York, York County",york,ME,234985.48,313313.9733333333,3.8,75.0,"Job Description Senior Manager, Data Engineering (Bank Tech) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capita…",43.161769,-70.648292
Data Engineer,Capital One,"Harrisonburg, Harrisonburg City",harrisonburg,VA,217043.12,327810.17973115837,2.7,66.21000000000001,"Job Description Senior Manager, Data Engineering (Bank Tech) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capita…",38.41421,-78.892628
Data Engineer,Capital One,"Washington, Washington, D.C.","washington, d.c.",WA,166285.5,194463.22067594432,3.6,85.51,"Job Description Lead Data Engineer (Java, Scala, Spark) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One…",38.912068,-77.019023
Data Engineer,Capital One,"Richmond, Richmond County",richmond,VA,227583.78,343730.2220208427,2.6,66.21000000000001,"Job Description Senior Manager, Data Engineering (Bank Tech) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capita…",37.56,-77.45
Data Engineer,Capital One,"Petersburg, Alaska",petersburg,AK,173924.36,231899.14666666664,3.8,75.0,"Job Description Lead Data Engineer (Java, Scala, Spark) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One…",56.895139,-133.463889
Data Engineer,Capital One,"Richmond, Richmond County",richmond,VA,216960.34,327685.15330010565,2.6,66.21000000000001,"Job Description Lead Data Engineer (Enterprise Platform Technology) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a…",37.56,-77.45
Data Engineer,Capital One,"Salisbury, Wicomico County",salisbury,MD,175574.72,237745.0507786053,2.7,73.85,"Job Description Lead Data Engineer (Java, Scala, Spark) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One…",38.375981,-75.64106
Data Engineer,Capital One,"York, York County",york,ME,178237.42,237649.89333333334,3.8,75.0,"Job Description Lead Data Engineer (Java, Scala, Spark) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One…",43.161769,-70.648292
Data Engineer,Capital One,"Harrisonburg, Harrisonburg City",harrisonburg,VA,143934.6,217391.0285455369,2.7,66.21000000000001,"Job Description Senior Data Engineer (Python, Scala, AWS) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital O…",38.41421,-78.892628
Data Engineer,Capital One,"Harrisonburg, Harrisonburg City",harrisonburg,VA,206911.52,312507.9595227306,2.7,66.21000000000001,"Job Description Lead Data Engineer (Enterprise Platform Technology) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a…",38.41421,-78.892628
Data Engineer,Capital One,"Newport News, Newport News City",newport news,VA,158208.67,238949.81120676632,2.7,66.21000000000001,"Job Description Senior Data Engineer (Python, Scala, AWS) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital O…",37.036263,-76.47366
Data Engineer,Capital One,"Baltimore, Baltimore County",baltimore,MD,224461.34,303942.2342586324,2.7,73.85,"Job Description Lead Data Engineer (Enterprise Platform Technology) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a…",39.296337,-76.621054
